idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
05010107IND02;00;2019;70017;Aleksandrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70025;Aleksinac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70033;Aranđelovac;71321;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70041;Arilje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70050;Babušnica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70068;Bajina Bašta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70076;Batočina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70084;Bela Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70092;Barajevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70106;Voždovac;189103;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70114;Vračar;240703;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70122;Grocka;89261;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70149;Zvezdara;161044;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70157;Zemun;185123;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70165;Lazarevac;100229;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70173;Mladenovac;85622;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70181;Novi Beograd;274857;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70190;Obrenovac;100333;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70203;Palilula (Beograd);151930;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70211;Rakovica;122102;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70220;Savski venac;347475;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70238;Sopot;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70246;Stari grad;271152;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70254;Čukarica;155735;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70262;Blace;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70289;Bogatić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70297;Bojnik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70319;Boljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70327;Bor;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70335;Bosilegrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70343;Brus;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70351;Bujanovac;52496;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70360;Valjevo;94558;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70378;Varvarin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70386;Velika Plana;75597;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70394;Veliko Gradište;68615;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70408;Vladimirci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70416;Vladičin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70424;Vlasotince;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70432;Vranje;80481;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70459;Vrnjačka Banja;127216;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70467;Gadžin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70475;Golubac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70483;Gornji Milanovac;107470;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70491;Despotovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70505;Dimitrovgrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70513;Doljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70521;Žabari;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70530;Žagubica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70548;Žitorađa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70556;Zaječar;70637;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70564;Ivanjica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70572;Kladovo;96796;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70645;Kragujevac;116063;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70653;Kraljevo;101468;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70661;Krupanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70670;Kruševac;89566;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70688;Kuršumlija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70696;Kučevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70700;Lajkovac;82898;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70718;Lebane;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70726;Leskovac;80108;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70734;Loznica;76768;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70742;Lučani;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70769;Ljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70777;Ljubovija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70785;Majdanpek;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70793;Mali Zvornik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70807;Malo Crniće;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70815;Medveđa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70823;Merošina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70831;Mionica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70840;Negotin;88597;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70866;Nova Varoš;48575;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70874;Novi Pazar;101598;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70882;Osečina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70904;Paraćin;74994;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70912;Petrovac na Mlavi;67412;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70939;Pirot;82661;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70947;Požarevac;94035;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70955;Požega;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70963;Preševo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70971;Priboj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;70980;Prijepolje;62086;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;70998;Prokuplje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71005;Ražanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71013;Rača;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71021;Raška;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71030;Rekovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71048;Jagodina;80643;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71056;Svilajnac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71064;Svrljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71072;Sjenica;81098;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71099;Smederevo;89504;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71102;Smederevska Palanka;58965;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71129;Sokobanja;108664;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71137;Surdulica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71145;Užice;112494;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71153;Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71161;Trgovište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71170;Trstenik;72481;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71188;Tutin;46001;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71196;Ćićevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71200;Ćuprija;66274;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71218;Ub;80086;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71226;Crna Trava;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71234;Čajetina;172669;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71242;Čačak;103540;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71269;Šabac;103439;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71277;Lapovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71285;Niška Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71293;Surčin;124559;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71307;Pantelej;91010;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71315;Crveni Krst;122548;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71323;Palilula (Niš);112843;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71331;Medijana;118099;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;71340;Kostolac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71358;Vranjska Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;71366;Sevojno;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;79014;Grad Beograd;215842;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80012;Ada;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80039;Alibunar;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80047;Apatin;66285;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80055;Bač;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80063;Bačka Palanka;84096;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80071;Bačka Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80080;Bački Petrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80098;Bela Crkva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80101;Beočin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80110;Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80128;Vršac;87361;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80136;Žabalj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80144;Žitište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80152;Zrenjanin;101273;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80179;Inđija;96279;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80187;Irig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80195;Kanjiža;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80209;Kikinda;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80217;Kovačica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80225;Kovin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80233;Kula;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80241;Mali Iđoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80250;Nova Crnja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80268;Novi Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80276;Novi Kneževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80292;Opovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80306;Odžaci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80314;Pančevo;101097;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80322;Pećinci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80349;Plandište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80357;Ruma;74816;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80365;Senta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80373;Sečanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80381;Sombor;80746;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80390;Srbobran;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80403;Sremska Mitrovica;91332;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80411;Sremski Karlovci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80420;Stara Pazova;92139;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80438;Subotica;95727;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80446;Temerin;94172;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80454;Titel;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80462;Vrbas;86612;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;80489;Čoka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2019;80497;Šid;64085;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;89010;City Novi Sad;138138;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2019;RS;REPUBLIC OF SERBIA;163504;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70017;Aleksandrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70025;Aleksinac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70033;Aranđelovac;78187;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70041;Arilje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70050;Babušnica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70068;Bajina Bašta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70076;Batočina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70084;Bela Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70092;Barajevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70106;Voždovac;193311;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70114;Vračar;255510;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70122;Grocka;87886;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70149;Zvezdara;173051;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70157;Zemun;193607;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70165;Lazarevac;103062;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70173;Mladenovac;89547;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70181;Novi Beograd;273895;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70190;Obrenovac;97617;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70203;Palilula (Beograd);154352;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70211;Rakovica;144036;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70220;Savski venac;397863;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70238;Sopot;76239;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70246;Stari grad;311883;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70254;Čukarica;191411;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70262;Blace;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70289;Bogatić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70297;Bojnik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70319;Boljevac;75541;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70327;Bor;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70335;Bosilegrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70343;Brus;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70351;Bujanovac;57890;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70360;Valjevo;99430;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70378;Varvarin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70386;Velika Plana;72769;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70394;Veliko Gradište;68662;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70408;Vladimirci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70416;Vladičin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70424;Vlasotince;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70432;Vranje;73297;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70459;Vrnjačka Banja;123935;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70467;Gadžin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70475;Golubac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70483;Gornji Milanovac;98860;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70491;Despotovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70505;Dimitrovgrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70513;Doljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70521;Žabari;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70530;Žagubica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70548;Žitorađa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70556;Zaječar;76266;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70564;Ivanjica;95514;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70572;Kladovo;93911;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70645;Kragujevac;112873;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70653;Kraljevo;95608;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70661;Krupanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70670;Kruševac;86399;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70688;Kuršumlija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70696;Kučevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70700;Lajkovac;78879;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70718;Lebane;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70726;Leskovac;82504;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70734;Loznica;80705;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70742;Lučani;76877;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70769;Ljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70777;Ljubovija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70785;Majdanpek;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70793;Mali Zvornik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70807;Malo Crniće;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70815;Medveđa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70823;Merošina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70831;Mionica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70840;Negotin;90097;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70866;Nova Varoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70874;Novi Pazar;102629;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70882;Osečina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70904;Paraćin;75120;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70912;Petrovac na Mlavi;62966;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70939;Pirot;82333;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70947;Požarevac;92972;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70955;Požega;95893;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;70963;Preševo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70971;Priboj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70980;Prijepolje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;70998;Prokuplje;61310;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;00;2020;71005;Ražanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2020;71013;Rača;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
