idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
05010107IND02;00;2022;70556;Zaječar;74655;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70564;Ivanjica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70572;Kladovo;107663;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70645;Kragujevac;132049;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70653;Kraljevo;110189;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70661;Krupanj;62635;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70670;Kruševac;101668;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70688;Kuršumlija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70696;Kučevo;55467;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70700;Lajkovac;85281;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70718;Lebane;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70726;Leskovac;103448;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70734;Loznica;102265;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70742;Lučani;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70769;Ljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70777;Ljubovija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70785;Majdanpek;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70793;Mali Zvornik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70807;Malo Crniće;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70815;Medveđa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70823;Merošina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70831;Mionica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70840;Negotin;125820;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70866;Nova Varoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70874;Novi Pazar;106418;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70882;Osečina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70904;Paraćin;85136;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70912;Petrovac na Mlavi;70768;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70939;Pirot;92386;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70947;Požarevac;112415;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70955;Požega;100571;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70963;Preševo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70971;Priboj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;70980;Prijepolje;94470;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;70998;Prokuplje;76849;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71005;Ražanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71013;Rača;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71021;Raška;80359;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71030;Rekovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71048;Jagodina;101991;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71056;Svilajnac;97068;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71064;Svrljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71072;Sjenica;85945;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71099;Smederevo;117716;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71102;Smederevska Palanka;75967;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71129;Sokobanja;120647;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71137;Surdulica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71145;Užice;128039;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71153;Topola;99954;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71161;Trgovište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71170;Trstenik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71188;Tutin;70107;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71196;Ćićevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71200;Ćuprija;78505;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71218;Ub;91230;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71226;Crna Trava;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71234;Čajetina;196202;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71242;Čačak;129937;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71269;Šabac;132077;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71277;Lapovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71285;Niška Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71293;Surčin;155350;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71307;Pantelej;127008;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71315;Crveni Krst;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71323;Palilula (Niš);;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71331;Medijana;136719;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;71340;Kostolac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71358;Vranjska Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;71366;Sevojno;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;79014;Grad Beograd;304030;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80012;Ada;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80039;Alibunar;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80047;Apatin;63721;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80055;Bač;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80063;Bačka Palanka;98564;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80071;Bačka Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80080;Bački Petrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80098;Bela Crkva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80101;Beočin;101765;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80110;Bečej;110954;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80128;Vršac;120058;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80136;Žabalj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80144;Žitište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80152;Zrenjanin;140668;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80179;Inđija;120481;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80187;Irig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80195;Kanjiža;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80209;Kikinda;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80217;Kovačica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80225;Kovin;101936;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80233;Kula;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80241;Mali Iđoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80250;Nova Crnja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80268;Novi Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80276;Novi Kneževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80292;Opovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80306;Odžaci;90051;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80314;Pančevo;137242;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80322;Pećinci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80349;Plandište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80357;Ruma;94749;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80365;Senta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80373;Sečanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80381;Sombor;99912;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80390;Srbobran;97086;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80403;Sremska Mitrovica;112435;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80411;Sremski Karlovci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80420;Stara Pazova;118432;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80438;Subotica;118912;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80446;Temerin;128766;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80454;Titel;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80462;Vrbas;98184;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;80489;Čoka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;00;2022;80497;Šid;109061;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;89010;City Novi Sad;180699;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;00;2022;RS;REPUBLIC OF SERBIA;209958;RSD;RSD;SORS;Average price per m²;P;Provisional value
05010107IND02;P1;2019;70017;Aleksandrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70025;Aleksinac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70033;Aranđelovac;70547;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70041;Arilje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70050;Babušnica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70068;Bajina Bašta;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70076;Batočina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70084;Bela Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70092;Barajevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70106;Voždovac;184106;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70114;Vračar;237324;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70122;Grocka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70149;Zvezdara;163348;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70157;Zemun;183872;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70165;Lazarevac;99891;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70173;Mladenovac;81507;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70181;Novi Beograd;272683;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70190;Obrenovac;100463;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70203;Palilula (Beograd);153377;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70211;Rakovica;121757;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70220;Savski venac;345499;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70238;Sopot;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70246;Stari grad;272090;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70254;Čukarica;150889;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70262;Blace;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70289;Bogatić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70297;Bojnik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70319;Boljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70327;Bor;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70335;Bosilegrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70343;Brus;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70351;Bujanovac;50188;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70360;Valjevo;95687;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70378;Varvarin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70386;Velika Plana;73201;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70394;Veliko Gradište;66979;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70408;Vladimirci;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70416;Vladičin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70424;Vlasotince;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70432;Vranje;81832;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70459;Vrnjačka Banja;124376;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70467;Gadžin Han;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70475;Golubac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70483;Gornji Milanovac;114271;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70491;Despotovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70505;Dimitrovgrad;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70513;Doljevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70521;Žabari;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70530;Žagubica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70548;Žitorađa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70556;Zaječar;69017;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70564;Ivanjica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70572;Kladovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70599;Knić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70602;Knjaževac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70629;Kosjerić;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70637;Koceljeva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70645;Kragujevac;115739;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70653;Kraljevo;100132;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70661;Krupanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70670;Kruševac;85921;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70688;Kuršumlija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70696;Kučevo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70700;Lajkovac;83611;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70718;Lebane;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70726;Leskovac;76987;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70734;Loznica;76719;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70742;Lučani;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70769;Ljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70777;Ljubovija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70785;Majdanpek;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70793;Mali Zvornik;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70807;Malo Crniće;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70815;Medveđa;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70823;Merošina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70831;Mionica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70840;Negotin;88546;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70866;Nova Varoš;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70874;Novi Pazar;100333;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70882;Osečina;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70904;Paraćin;74738;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70912;Petrovac na Mlavi;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70939;Pirot;80495;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70947;Požarevac;97926;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;70955;Požega;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70963;Preševo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70971;Priboj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70980;Prijepolje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;70998;Prokuplje;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71005;Ražanj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71013;Rača;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71021;Raška;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71030;Rekovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71048;Jagodina;80109;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71056;Svilajnac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71064;Svrljig;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71072;Sjenica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71099;Smederevo;88326;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71102;Smederevska Palanka;57024;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71129;Sokobanja;107110;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71137;Surdulica;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71145;Užice;108379;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71153;Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71161;Trgovište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71170;Trstenik;72280;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71188;Tutin;42693;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71196;Ćićevac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71200;Ćuprija;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71218;Ub;75482;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71226;Crna Trava;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71234;Čajetina;174808;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71242;Čačak;101544;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71269;Šabac;104098;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71277;Lapovo;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71285;Niška Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71293;Surčin;123514;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71307;Pantelej;92832;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71315;Crveni Krst;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71323;Palilula (Niš);107973;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71331;Medijana;122033;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;71340;Kostolac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71358;Vranjska Banja;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;71366;Sevojno;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;79014;Grad Beograd;212428;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;80012;Ada;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80039;Alibunar;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80047;Apatin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80055;Bač;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80063;Bačka Palanka;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80071;Bačka Topola;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80080;Bački Petrovac;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80098;Bela Crkva;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80101;Beočin;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80110;Bečej;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80128;Vršac;85766;RSD;RSD;SORS;Average price per m²;A;Normal value
05010107IND02;P1;2019;80136;Žabalj;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80144;Žitište;;RSD;RSD;SORS;Average price per m²;M;Missing value - data cannot exist
05010107IND02;P1;2019;80152;Zrenjanin;99560;RSD;RSD;SORS;Average price per m²;A;Normal value
