idindikator;IDTer;nTer;IDTipNaselja;nTipNaselja;mes;god;IDVrPod;nVrPod;IDCOICOP;nCOICOP;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;0600;Health;1062;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;0600;Health;3.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;0700;Transport;2824;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;0700;Transport;10;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;0800;Communication;767;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;0800;Communication;2.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;0900;Recreation and culture;655;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;0900;Recreation and culture;2.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;1000;Education;152;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;1000;Education;0.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;1100;Restaurants and hotels;271;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;1100;Restaurants and hotels;1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;1;RSD;1200;Miscellaneous goods and services;888;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS22;Region Južne i Istočne Srbije;O;Other;00;2006;2;structure, %;1200;Miscellaneous goods and services;3.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0000;Total;35414;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0100;Food and non-alcoholic beverages;14300;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;40.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;1707;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0300;Clothing and footwear;2058;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0300;Clothing and footwear;5.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;5208;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;14.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;1715;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0600;Health;1486;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0600;Health;4.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0700;Transport;3633;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0700;Transport;10.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0800;Communication;1142;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0800;Communication;3.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;0900;Recreation and culture;1684;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;0900;Recreation and culture;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;1000;Education;376;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;1000;Education;1.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;1100;Restaurants and hotels;620;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;1100;Restaurants and hotels;1.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;1;RSD;1200;Miscellaneous goods and services;1485;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;0;Total;00;2007;2;structure, %;1200;Miscellaneous goods and services;4.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0000;Total;37262;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0100;Food and non-alcoholic beverages;14387;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;38.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;1642;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0300;Clothing and footwear;2320;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0300;Clothing and footwear;6.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;5592;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;15;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;1777;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0600;Health;1618;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0600;Health;4.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0700;Transport;3722;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0700;Transport;10;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0800;Communication;1300;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0800;Communication;3.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;0900;Recreation and culture;2082;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;0900;Recreation and culture;5.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;1000;Education;473;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;1000;Education;1.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;1100;Restaurants and hotels;706;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;1100;Restaurants and hotels;1.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;1;RSD;1200;Miscellaneous goods and services;1643;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;G;Urban settlements;00;2007;2;structure, %;1200;Miscellaneous goods and services;4.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0000;Total;32759;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0100;Food and non-alcoholic beverages;14172;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;43.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;1800;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;5.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0300;Clothing and footwear;1683;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0300;Clothing and footwear;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;4655;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;14.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;1628;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0600;Health;1295;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0600;Health;4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0700;Transport;3504;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0700;Transport;10.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0800;Communication;916;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0800;Communication;2.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;0900;Recreation and culture;1115;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;0900;Recreation and culture;3.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;1000;Education;235;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;1000;Education;0.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;1100;Restaurants and hotels;498;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;1100;Restaurants and hotels;1.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;1;RSD;1200;Miscellaneous goods and services;1258;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS;REPUBLIC OF SERBIA;O;Other;00;2007;2;structure, %;1200;Miscellaneous goods and services;3.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0000;Total;43715;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0100;Food and non-alcoholic beverages;17491;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;40;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2132;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0300;Clothing and footwear;2742;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0300;Clothing and footwear;6.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;5693;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;13;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;1825;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0600;Health;2134;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0600;Health;4.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0700;Transport;4081;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0700;Transport;9.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0800;Communication;1474;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0800;Communication;3.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;0900;Recreation and culture;2628;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;0900;Recreation and culture;6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;1000;Education;486;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;1000;Education;1.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;1100;Restaurants and hotels;812;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;1100;Restaurants and hotels;1.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;1;RSD;1200;Miscellaneous goods and services;2217;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;0;Total;00;2007;2;structure, %;1200;Miscellaneous goods and services;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0000;Total;43623;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0100;Food and non-alcoholic beverages;17228;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;39.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;1982;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;4.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0300;Clothing and footwear;2882;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0300;Clothing and footwear;6.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;5750;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;13.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;1787;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0600;Health;2113;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0600;Health;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0700;Transport;4092;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0700;Transport;9.4;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0800;Communication;1514;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0800;Communication;3.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;0900;Recreation and culture;2726;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;0900;Recreation and culture;6.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;1000;Education;476;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;1000;Education;1.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;1100;Restaurants and hotels;830;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;1100;Restaurants and hotels;1.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;1;RSD;1200;Miscellaneous goods and services;2243;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;G;Urban settlements;00;2007;2;structure, %;1200;Miscellaneous goods and services;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0000;Total;44173;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0000;Total;100;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0100;Food and non-alcoholic beverages;18805;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0100;Food and non-alcoholic beverages;42.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0200;Alcoholic beverages, tobacco and narcotics;2884;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0200;Alcoholic beverages, tobacco and narcotics;6.5;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0300;Clothing and footwear;2035;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0300;Clothing and footwear;4.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0400;Housing, water, electricity, gas and other fuels;5398;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0400;Housing, water, electricity, gas and other fuels;12.2;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0500;Furnishings, household equipment and routine household maintenance;2020;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0500;Furnishings, household equipment and routine household maintenance;4.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0600;Health;2239;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0600;Health;5.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0700;Transport;4027;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0700;Transport;9.1;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0800;Communication;1268;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0800;Communication;2.9;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;0900;Recreation and culture;2132;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;0900;Recreation and culture;4.8;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;1000;Education;553;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;1000;Education;1.3;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;1100;Restaurants and hotels;722;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;1100;Restaurants and hotels;1.6;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;1;RSD;1200;Miscellaneous goods and services;2090;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS11;Beogradski region;O;Other;00;2007;2;structure, %;1200;Miscellaneous goods and services;4.7;;;SORS;Personal household consumption, monthly average;A;Normal value
010201IND01;RS12;Region Vojvodine;0;Total;00;2007;1;RSD;0000;Total;33205;;;SORS;Personal household consumption, monthly average;A;Normal value
